source_index,edit_index,model,similarity,face_detected,confidence,output_url
21,5,nb2_noref,0.6005805134773254,true,0.7215269804000854,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8p2krd4wmss32g34ktx8.png
34,1,nb2_noref,0.4090515673160553,true,0.8103225231170654,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9a9tzkq4d9bm76t4gqe3.png
34,2,nb2_noref,0.3877134323120117,true,0.8070237040519714,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9nrzzp14nyvhb398vsvh.png
34,3,nb2_noref,0.6218666434288025,true,0.8169984817504883,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjadwt74vde2r340kepfja.png
34,4,nb2_noref,0.5621042251586914,true,0.912142813205719,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbb0tt4gaa2j40y5z5gc0.png
34,5,nb2_noref,0.4217069745063782,true,0.7934715151786804,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbx0gj4fdkgz246c6mn0d.png
70,1,nb2_noref,0.4792745113372803,true,0.8276172876358032,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdaq553g44587a1v76zmb.png
70,2,nb2_noref,0.43321168422698975,true,0.8104878664016724,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjd9qd1pz08mkjbvbbfhw1.png
70,3,nb2_noref,0.30320948362350464,true,0.8151986002922058,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjea2n7z9arb3zqmraps4d.png
70,4,nb2_noref,0.22727149724960327,true,0.7579849362373352,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjf3tet9hbbj2dw48b0kym.png
70,5,nb2_noref,0.5316095352172852,true,0.833838939666748,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjfxsde4nptq45xcwwk664.png
